id,text
266,Ergenlikte/heyecanlı dönemlerinde Gençlerin uyuşturucu/alkol/sigara/siyaset/fuhuş/kumarla ziyan olmamalarının hatrına #dershanemiseviyorum
267,Mersin Marina ücretli otopark uygulaması ile Milli Emlak'tan ticari faaliyetler için kiraladığı alanı anayasa ile halkın kullanımına açık olması gereken bir yer olmasına rağmen ticari fırsata çevirmiştir. Buradan alışveriş spor rekreasyon yeme-içme gibi ihtiyaçlarını karşılayacak vatandaşlarımızın ücretsiz otopark gereksinimleri göz ardı edilmektedir. Vatandaş mağdur olmaktadır. Mersin Sportsinternational üyesi olarak 2018 yılından beri gittiğim salona aracımla yaklaşamıyorum. Ücretsiz olarak gösterilen otopark salona 700 metre mesafede olup boş yer bulmak imkansızdır. Gösterilen yer Marina'da çalışan personele bile yetersiz kalmaktadır.
268,DEMİRKIRAN’A YENİ GÖREV; TURKCELL YÖNETİM KURULU ÜYESİ OLDU
269,Hadi herşeyi geçtim.40.05 tl olan faturayı 40.10tl ye yuvarlamak nedir?hadi 40.06tuttu ben kredi kartıyla ödicem neden benim 4kuruşuma çöküyorsunuz? @enerjisa @enerjisadestek çok merak ettik. @TCEnerji
270,Normalde ödemem gereken bedel 4191₺Vergi geçirilmiş giydirilmiş bindirilmiş şekliyle ödemem gereken bedel 8560₺Geçirilen giydirile bindirilen vergi 4363Bunun adının fatura değil yasal kanuna uygun soygun hırsızlık olması lazım @enerjisa @enerjisadestek
271,Dolap üzerinden sattığım bir ürünü Trendyol expressle kahraman Maraş'a kargoladım. Ürün ayın 8 inden bu yana Gaziantep şubesinde bekliyor alıcıya ulaşmadı. Dolap uygulaması iade edildi diye bana bildirim gönderdi ama ürün bana doğru yola çıkmadı. Ürünümün bana geri gönderilmesini istiyorum. Böyle bir saçmalık olamaz. Ne ürünüm bana geldi ne de karşı tarafa gitmiş. Kolimi istiyorum.
272,Mudo internet sitesi ile ilgili sorunlar yaşıyorum. Fotoğraflar yüklenmiyor ve bu yüzden ürünleri görmeden almak zorunda kalıyoruz. Yıl 2024 olmuş Mudo gibi bir marka neden düzgün bir internet sitesi yapamıyor? Mağazada gezmeye vaktimiz olmuyor. İnternet çağındayız ama Mudo internet sitesinden alışveriş yapmak zor.
273,@zymezyme merhaba size en kısa sürede yardımcı olabilmemiz için sistem numaranızı bize direkt mesaj yolu ile iletebilir misiniz?
274,İmza ve sohbet bir arada geçti bugün. Tüm sevgili okur dostlarıma ilgileri ve samimi paylaşımları için teşekkür ediyorum.#başımabirişgeldi@DRdunyasi@destekyayinlari
275,Ziraat Bankası ve Türkiye sigorta geçen sene 2000 TL olan konut sigortasını onayım olamadan hesabımdan 6000 TL olarak kesti. Müşteri temsilcisi ile görüştüm size 15 gün önce mesaj geldi diyor iptali zor olur diyor. Mesaj gelmesi benim onay verdiğim anlamına gelmez. Resmen iznim olmadan param çekildi. Bu tutarın iptal edilmesi gerekmektedir. Nasıl bir oran ki geçen seneden bu yana 3 kat artmış. Bu tamamen bir fırsatçılıktır
276,14 Haziran 21:30’da Kayseri Yıldırım Beyazıt şubesinden 2 adet pizzaya 420 Tl para ödedim internette gel al 2 adet bol malzemos’un 250 Tl olduğu yazıyor. Siparişimi iptal de etmediler. Şikayet talebimin dikkate alınmasını istiyorum. @DominosTR @DominosDestek @dominos
277,Ürün gayet güzel doğru bir şekilde çalışıyor hiçbir sıkıntısı yok ama geldiğinde üstünde daha önce kullanılmış gibi çizikler vardı. bir puanı ordan kırdım
278,Merhaba Balıkesir Edremit Migros carsı mağazasından büyükbaş kurban hissesine girdik. Bayramin 3. Günü teslimat için gittik bizleri kendi evinde gibi ağırlayan tek tek açıklamalarda bulunan bizlere çayımızdan suyumuza kadar ince ikramlarıyla her şeyi düşünmüş olan mağaza mudur yardımcınız T***** Beye çok teşekkür ediyoruz. İsmail Hacer K********
279,@burhankahraman Merhaba bizimle iletişime geçtiğiniz için teşekkür ederiz. Talebiniz ilgili birimimize iletilmiştir. Başvurunuz incelenerek sonucu hakkında tarafınıza bilgilendirme yapılacaktır. Saygılarımızla.
280,$DNZ alabildim. Yinede satışı adil bulmuyorum. #Bitcicom sorunlar karşısında sessiz kalmalı! Yatırımcılarına açıklamalar yapmadan korkmamalı. @Bitcicom Bu tepkilerin sebebi sizin sessizliğiniz yoksa sorunlar mutlaka olacaktir. @BitcicomDestek @onuraltantan
281,Exxen platformundan 1. Haziranda 1TL deneme üyeliği oluşturmuştum. Deneme üyeliğinden 12 Gün sonra bilgim dışında hesabımdan 22390TL para kesildi. Herhangi bir şekilde 1 aylık üyeliğim bitip yeni üyeliğe geçmedi herhangi bir şekilde otomatik talimat istemedim. Üyelikten 12 gün sonra rastgele kesilen 22390TL tutarının İadesini istiyorum. Siz de güvenip deneme üyeliği vs başlatmayın gözle görünür bir yede 7 günlük üyelik vs de yazmıyor. Otomatik ödeme talimatı vermeseniz de üyeliğiniz biter bitmez sizden 22390TL para kesiyor saçmalık. Buna ek olarak \
282,TurkNet'i kapattım ve modemimi 1 iş günü içerisinde kargoya teslim ettim. Geç teslim ettiniz diye 296 TL fatura çıkardılar ve avukat numarası attılar. İcralık olmadan borcunuzu ödeyin dediler. Ben faturayı yatırdım 2 gündür bekliyorum. Haksız kazanç sağladılar. Sözde iade edecekler insanları mağdur ediyorlar.
283,Patladik mi ? 😅 @btcturk @BtcTurkDestek
284,Selin Beauty Bakırköy Taşevler Sokak'ta bulunan şubesine 19.06.2024 tarihinde saat 17:00'de protez tırnak ve ipek kirpik randevusu aldım. Daha önce gittiğim bir merkezdi. Kirpiklerim orada yapılmıştı ve sökülüp tekrar yapılacaktı. Saat 17:00'de merkezde bulundum biraz beklememi rica ettiler. 15 dakika geçtikten sonra sordum. Protez tırnakta eleman eksiği olduğunu ve beklemem gerektiğini söylediler. Ne kadar beklerim dedim yarım saatten fazlaysa beklemeyeceğimi belirttim. O kadar sürebileceğini söylediler. Kirpik için boşluk şu an var mı dediğimde evet deyip beni yukarı kata yönlendirdiler. Yukarı çıktığımda 3 kişi müşteri başında çalışıyordu bir tanesinin işlemi yeni bitmişti. Ne olacak diye sorduğunda durumu anlattım. Hiçbir şey söylemeden aşağı indi. Ayakta onu beklerken aşağı indim kasadaki bayana kimse ilgilenmedi dedim. Şimdi çıkaracak arkadaş kirpiklerinizi dedi ama çalışan kız dolabından bir şeyler alırken ben yemek yiyeceğim ne yapabilirim dedi. Bunun üzerine direkt merkezden çıkış yaptım. Müşteriye saygı asla yok. Hep tercih ettiğim ve kirpiğinden çok memnun olduğum bir yerdi ama artık tercih etmeyeceğim. Bence merkez sahibi veya yöneticisi çalışanlarına biraz saygı öğretmeli.
285,Cinsel şiddetten hayatta kalanların ihtiyaçları düşünülerek hazırlanan cinsel şiddet ya da cinsel istismardan hayatta kalanları bilgilendirmeyi amaçlayan
286,Turk Dili dersini bize degil de bunyenizde calisanlara mi verseniz acaba ? Neredeyse her sayfada yazim hatasi var. @acikveuzaktan @auzefkurumsal
287,Bugün Elazığ Antalya seferi için Obilet sitesi üzerinden Öz Has Bingöl turizmden bilet aldım. Otobüs Bingöl'den Elazığ'a varmadım otobüs yolda arıza veriyor ve bu nedenle geç kalıyor. Obilet'ten bilet aldığım için seyahat saati de geçtiği bileti iptal edemiyorum. Obilet müşteri hizmetlerini aradım evet araç arıza nedeniyle geciktiğini teyit etti ama araç şoför müşteri temsilcisine araçta bir daha sorun yaşanmayacağı garantisini verdiği için biletimi iptal edemeyeceğini söyledi. Ben biletim iptal etmek yerine başka firma ile seyahat etmek istediğimi söyledim onu da kabul etmediler. Müşteri hizmetlerindeki hanımefendi şoförün sözüyle bir daha aracın arıza yapmayacağını söylüyor. Bunun garantisini nasıl verebiliyor. Ben daha yolunda başında arıza yapmış şehirler arası otobüsle seyahat etmek istemiyorum. Israrla biletimi ne iptal ettiler ne değiştirdiler. Öz Has Bingöl Turizm çalışanları çok kibar ve nazik oldukları söylenemez. Ben çok ısrar edip arabaya binmeyince otobüs yola çıktı biz de seni almayız zaten dediler. Ben şikayet edeceğimi söyleyince Elazığ'taki acente sahibi biletimi iptal etti. Kimse hangi aracın kaza yapıp yapmayacağımı garantisi veremez elbette ama kimse beni daha yolun başında arıza yapmış bir şehirler arası otobüsle seyahat etmemi bekleyemez. İnsan canı bu kadar değersiz olamamalı.
288,Sevgili @ZiraatDestek müzik sesi reklamın önüne geçmiş 😎
289,مع قدوم الربيع 😍😍مكان جدا لطيف وجديد وفيو مطعم جميل والفطور هنيك لذيذ (شخصين ١٤٥ ليرة).وفاعليات روعة متل الرماية بالقوس ، تأجير السياراتومناسب وممتع كتير للأطفالوفيه هنيك بعض الحيوانات متل الغزالالدخول مجاني للجميعالموقع:Turkcell Platinum Park
290,Yine @ciceksepeti yine kötü hizmet! Hediye böyle mi gönderilir ya terbiyesizlik! @csdestek
291,Yayla Cami önündeki banklarda boş yer yok bütün yaşlılar dışarıda #evdekal @BahcelievlerBel @BevlerDestek
292,Turkcell'e Londra'da düzenlenen Digital Impact Awards'tan üç ödül birden
293,İstediğim çiçek ve gelen çiçek 😭 @ciceksepeti @csdestek
294,Şu hayattaki sınavım Dsmart. Eski flörtlerimden bile daha toksiksin. Lütfen artık şu iptal işlemlerimi gerçekleştirin. @DSmartDestek günde 10 kere aranıyorum. Hergün aynı konuşma yapılıyor. Hala kurtulamadım. @DSmartDunyasi.
295,Arkadaşlar Turkcell hattını 10 yıldır kullanıyorum. Ancak faturamın ödeme günü otomatik talimat ödememiş ve bir gün geç ödedim. O günden sonra internet sorunlarım başladı. İnternetim olduğu halde Instagram YouTube Facebook gibi sosyal ağ sayfalarına girince uygulama güncelleyip açmıyor. Ama normal Google'dan arama yapabiliyorum. Daha önce böyle bir şey başına gelen var mı ya da bu sorunu Turkcell nasıl çözüyor? Nedir bu? 10 yıldır kullanıcıyım ama 2 haftadır illallah ettim. Sorumlular çözüm bulursa sevinirim. Hattımı yeniledim sorun çözülmedi. Müşteri temsilcisiyle 5 kez konuştum sorunum yine çözülmedi.
296,@CagdasYolcu @ilhanilmenoz @SadeKemalist @VodafoneDestek Fiyat nedir bu paketlerde ben 67 ödüyordum 85 leri bulacak temmuzda taahhüt bitince tt fiberin olduğu her yerde vodafone fiber oluyor mu
297,Seffaf ve hesap verebilir STK'larin faaliyet raporlari @vehbikocvakfi @Support2Life @TOGVakfi
298,Telegram üzerinden kişisel bilgilerim çalınmıştır. E-Devlet şifremi değiştirdim fakat bundan sonra olacak hukuksuzluklardan sorumlu değilim. Telegram hesabımı kapattım. Burası da bir işe yarıyor mu bilmiyorum ama öylesine yazıyorum işte.
299,Askıda konut kredisi uygulaması olan banka arıyorum..Var mı sizde böyle bir şey?@AkbankDestek @halkbanksizinle @ZiraatDestek @VakifBank @GarantiBBVA @ingturkiye
300,@DenetlemeKurulu @EmniyetGM @sibersuclar @TC_icisleri @adalet_bakanlik @isbankasi @qnbfinansbank @IsBankasiDestek @DenizBank @ingbankturkiye @garanti @AkbankDestek
301,See these BAI Global Innovation Awards finalists #BAIBeacon
302,Orijinal ürün kayıt yaptım ama biraz soğutuyor gibi
303,Yaklaşık bir buçuk senelik abonelik sürecinden sonra 06.02.2023 tarihinde yaşamış olduğumuz Kahramanmaraş merkezli deprem nedeniyle evimizin hasar görmesi köyde yaşayan kayınvaliden ve kayınpederimin evlerinin yıkılması sonucu enkaz altından yaralı olarak çıkarılmaları neticesiyle yaklaşık 3 ay kadar evimize giremedik. Bu süreçte çadırlarda vs idare etmeye çalışarak yaralılarımızın tedavileri amacıyla günlerce Adana 'da hastanelere gidip gelmek zorunda kaldık. Bu süreçte yurt dışı da dahil binlerce şirket deprem bölgesindeki müşterilerine destek olmaya çalışıp kolaylıklar sağlarken akarnet iletişime bağlı Rüzgarnet firması temsilcileri daha depremin ilk günleri olmasına rağmen neredeyse her gün telefonuma mesaj atarak faturamın ödenmediği bir an önce ödenmesi gerektiğini aksi takdirde icra takibine başlayacaklarını söylediler. İnternet kullanmamış olmama rağmen şubat ve mart ayı faturalarını ödedikten sonra başka ödeme yapmadım. \n\nBöyle bir günde biz acımızı bile doğru dürüst yaşayamazken bunların arayıp da bu şekilde konuşmalarından sonra telefonla yaptığım görüşmede evimize bile geçemediğimizi ve internet kullanamadığımızı sözleşmemin ve aboneliğimin iptal etmelerini ve kendileriyle çalışamayacağımı belirttim. Temsilci bu şekilde sözlü olarak iptal edemeyeceklerini ıslak imzalı evrak göndermem gerektiğini söylediler. Buna istinaden bakın ben zaten hastalarımla ailemle dertlerimle uğraşıyorum ıslak imzayı nereden nasıl göndereceğimi bilmiyorum. Banka bile bir telefonla kredi veriyorken siz nasıl iptalini yapamıyorsunuz dedim ben size kargo adresi vereyim gereken evrakları kargo ile gönderin ve sözleşmemi ve aboneliğimi iptal edin dememe rağmen bir türlü yanaşmadılar. \n\nEvde olmadığımız ve interneti dahi kullanamadığımız gibi defalarca görüşmeme rağmen aboneliğimi iptal etmedikleri gibi başka fatura ödememiş olmamdan dolayı İzmir 19.İcra mahkemesine icra dosyası açmışlar. İcra dosyasına itiraz dilekçemi İskenderun icra dairesine verdim. Gerekirse hukuk mahkemesine de başvuruda bulunacağım ve CİMER üzerinden Tüketici Hakları ve Ticaret Bakanlığı'na da gereken şikayetlerimi yapacağım. Hukuksuz olarak yapılan bu kararın iptal edilmesi için ne gerekiyorsa yapacağım.
304,Dominos ihmalkarlığınız yüzünden eşimin dişi kırıldı zeytin çekirdeği!!! Hani bedava dağıtmıyonuz biraz dikkat. #dominos @dominos @DominosTR @DominosDestek @Dominos_UK
305,Size destek olmak için buradayız...
306,Sayın yetkililer aylardır internetim de yavaşlama ve kopma durumları yaşıyorum. Sizi kaç kere aradım arıza kayıtları açıldı ve ekip gönderildi ekibiniz sorun santralde dedi Sorunun çözüldüğüne dair mesajlarda geldi ama bir süre sonra tekrardan aynı durumu yaşadım. Yeniden aradım sizi yine arıza kaydı açıp birkaç gün sonra çözüldü mesajı gönderdiniz ama maalesef ki dün yavaşlama vardı ve bugün yeniden internetimde kopma var. Dünden beridir internetimi kullanamıyorum. Ödenmemiş faturamda yok. Neredeyse 3 yıldır sizin müşterinizim 2 yıl sorunsuz kullandım ama bu yıl ne olduysa bu sorunları yaşıyorum ve çözülmüyor bir türlü. 100590000904 numaralı abonelik benimdir. Lütfen artık kesin bir çözüm bulun bu duruma seneye KPSS var ve ona çalışıyorum internete çok ihtiyacım var.
307,Bir sabir sinava aktivitesi olarak ziraat bankasi musteri temsilcisine baglanmak..........: @ZiraatDestek
308,Vodafone neden aradılar? Buradaki baz istasyonu yapımı 2025 altyapı programına alınmış ve yapılana kadar 1 yıl böyle idare edecekmişiz. Çekmeyen şebeke olmayan internet bende. Dedim ki mobil baz istasyonu koyunuz çözüm yok. Bana da mağdur olduğunuz için 150 liralık alışveriş çeki verelim dediler. Mağduriyetimizi gideririm dedim. 1 yıl kullanmadığımız Vodafone hattının ödemesini yapacağım. Bu yazıyı bile babamın Turkcell hattından mobil veriyi açıp yazıyorum. Teşekkürler Turkcell. Babalar gününde baban Turkcell ise hayatını kurtarır. Turkcell bize de sponsor olur belki :) Vodafone kulüplerine sponsor olmaktan baz istasyonu yapmıyor.
309,Adhik Chemicals Pvt Ltd:http://bit.ly/1m5Pai
310,TURKCELL Superonline Süperbox kullanım içeriği.. kaç tane giydirilmiş ücret var..resmen kazıklaniyoruz...Modem kullanım bedeli nedir..?Telsiz Ruhsat yeni abonelik nedir.?Oysa bana sabit aylık 150gb ve 300 TL olarak ücret ödenecek denilmişti...resmen kandırılıyoruz..
311,@KurtaranSaliha @acikveuzaktan @auzefkurumsal @istanbuledutr @LeventSAHIN_IU
312,@xBullBear @getmidas Tüm önerilerinizin dikkate alındığına emin olabilirsiniz. Birlikte Midas'ı çok daha iyi yerlere getireceğiz 💙
313,Turkcell'e hat taşımak için başvurdum. Hattı bayiden alırım dedim. Gittim bayiye. Sistemsel sorun var veremiyoruz dediler. Başvurunuzu iptal edelim kurye ile teslimatı seçin dediler. İyi dedim başvurdum. İstanbul'dayım 1 hafta oldu. Kurye yok. Ne arayan var ne soran. Komik şeyler her gece mesaj atıyorlar; bölgesel yoğunluktan gelemedik diye. Attıkları mesaj bile hatalı. Turkcell'in bir imajı vardı kafamda hepsi yerle yeksan oldu.
314,Ağız yakıyor bu sebepten ölçülü kullanmak gerekiyor. Ama bence kaliteli bir ürün. Etkisini uzun zamanda göreceğiz. Paketleme iyiydi.
315,Gaziantep fıstıklık mahallesi 152060nolu sokak da ikametgah etmekteyim 3gündür oturduğumuz binanın elektirik problemi halen çözümlenmedi elektirik ile çalışan bütün eşyalarımız bozulma riski var ama Tedaş tarafından müdahale eksik yapılıyor @GundemiAntep27 @toroslardestek
316,@AllianzDestek lütfen talebimi incelemeyin gereğini yapın. dunyanın hiçbir yerinde 2 airbag patlamıs arabanın perte cıkmadıgını görmedim.
317,Piyasada 664 lira olan bu ürün @Koctassizde niye 999 lira @KoctasDestekayıp soygunculuk değilmi bu
318,İşsizlik maaşı 8 ay  nafaka ömür boyu.#NafakaSüreliOlmalıdır @RT_Erdogan @TC_Basbakan @TCYargitay @adalet_bakanlik @ailebakanligi @magdurhaklari @
319,S sport Plus otomatik olarak yenileyip kayıtlı olan karttan çekim yapmıştır. Böyle bir talebimin olmamasına rağmen. Bir an önce çekilen 499.99 TL nin kayıtlı kartıma iadesini istiyorum. 1 senelik üyelik neden tekrar eder anlamış değilim. Keşke hiç bulaşmasaydım.
